#0:
>0:-8.60,41.15;-8.59,41.15;
#1:
>0:-8.61,41.15;-8.59,41.15;
#2:
>0:-8.60,41.15;-8.59,41.15;
#3:
>0:-8.61,41.15;-8.60,41.15;
#4:
>0:-8.62,41.17;-8.61,41.17;
#5:
>0:-8.60,41.16;-8.61,41.15;
#6:
>0:-8.60,41.16;-8.60,41.16;
#7:
>0:-8.61,41.15;-8.59,41.14;
#8:
>0:-8.61,41.16;-8.61,41.16;
#9:
>0:-8.60,41.16;-8.60,41.14;
#10:
>0:-8.60,41.15;-8.59,41.15;
#11:
>0:-8.60,41.15;-8.59,41.15;
#12:
>0:-8.62,41.17;-8.61,41.17;
#13:
>0:-8.61,41.15;-8.59,41.14;
#14:
>0:-8.61,41.17;-8.61,41.17;
#15:
>0:-8.61,41.15;-8.60,41.15;
#16:
>0:-8.60,41.16;-8.59,41.15;
#17:
>0:-8.61,41.15;-8.59,41.15;
#18:
>0:-8.60,41.16;-8.60,41.15;
#19:
>0:-8.61,41.16;-8.60,41.14;
#20:
>0:-8.61,41.17;-8.61,41.18;
#21:
>0:-8.62,41.18;-8.62,41.16;
#22:
>0:-8.62,41.16;-8.62,41.16;
#23:
>0:-8.62,41.17;-8.61,41.16;
#24:
>0:-8.60,41.16;-8.59,41.16;
#25:
>0:-8.60,41.14;-8.59,41.15;
#26:
>0:-8.60,41.15;-8.59,41.15;
#27:
>0:-8.60,41.15;-8.59,41.15;
#28:
>0:-8.62,41.17;-8.62,41.17;
#29:
>0:-8.60,41.14;-8.59,41.15;
#30:
>0:-8.60,41.15;-8.61,41.16;
#31:
>0:-8.61,41.16;-8.59,41.15;
#32:
>0:-8.61,41.16;-8.59,41.15;
#33:
>0:-8.62,41.17;-8.62,41.17;
#34:
>0:-8.62,41.16;-8.62,41.17;
#35:
>0:-8.62,41.17;-8.62,41.16;
#36:
>0:-8.61,41.17;-8.62,41.16;
#37:
>0:-8.61,41.15;-8.61,41.15;
#38:
>0:-8.62,41.16;-8.62,41.17;
#39:
>0:-8.60,41.14;-8.59,41.15;
#40:
>0:-8.60,41.15;-8.60,41.14;
#41:
>0:-8.62,41.17;-8.61,41.16;
#42:
>0:-8.60,41.16;-8.59,41.16;
#43:
>0:-8.62,41.17;-8.62,41.17;
#44:
>0:-8.61,41.15;-8.59,41.15;
#45:
>0:-8.62,41.17;-8.62,41.16;
#46:
>0:-8.60,41.15;-8.60,41.15;
#47:
