#0:
>0:541911.41,4570087.48;537373.14,4578678.68;
#1:
>0:533381.71,4572416.6;531290.51,4559240.25;
#2:
>0:544665.47,4604500.45;534611.49,4607894.58;
#3:
>0:529625.23,4556560.01;547370.02,4607999.42;
#4:
>0:534077.32,4603887.38;548179.2,4581910.98;
#5:
>0:534794.7,4600495.01;535477.34,4576626.64;
#6:
>0:534985.28,4567793.52;534178.6,4572373.88;
#7:
>0:540311.31,4586132.13;547736.37,4578090.87;
#8:
>0:535187.64,4591218.85;538913.13,4606736.12;516687.31,4548321.3;
#9:
>0:549724.04,4603005.84;539756.11,4597046.98;
#10:
>0:549036.46,4563716.81;520033.84,4561904.9;539131.7,4587670.33;517848.37,4572206.8;
#11:
>0:548360.5,4598195.25;528984.44,4589789.23;
#12:
>0:534983.12,4576751.62;532593.8,4570931.93;
#13:
>0:550077.74,4567963.83;539107.26,4560701.07;
#14:
>0:534115.28,4557054.67;537560.77,4577587.76;
#15:
>0:536707.51,4604524.55;546418.1,4568996.23;
#16:
>0:549825.24,4599916.38;548679.11,4573664.52;
#17:
>0:529301.96,4602475.24;536405.48,4554484.7;
#18:
>0:538022.51,4573231.8;542613.45,4589735.46;
#19:
>0:538821.27,4565207.46;550713.36,4604808.87;
#20:
>0:548679.68,4494694.2;547231.66,4453054.12;518395.08,4416088.93;
#21:
>0:509631.41,4560669.67;544617.85,4554855.65;
#22:
>0:526017.66,4575113.28;534543.49,4575241.29;541121.88,4630368.57;522147.61,4531732.72;
#23:
>0:534541.71,4607065.45;549219.6,4600169.06;
#24:
>0:498330.9,4627692.38;489934.77,4581181.53;
#25:
>0:536001.5,4564168.82;533873.42,4568691.67;
#26:
>0:534157.34,4573841.49;535062.47,4553662.46;
#27:
>0:548170.23,4561750.77;538916.37,4619912.05;
#28:
>0:545873.86,4562927.6;546532.02,4564876.45;
#29:
>0:518343.62,4522644.8;544967.74,4554884.8;514018.81,4574981.07;
#30:
>0:546472.74,4601102.24;543952.03,4554523.49;
#31:
>0:534958.19,4591188.78;543279.31,4599293.41;
#32:
>0:544976.07,4596322.33;543685.26,4574847.39;
#33:
>0:540939.58,4599395.64;534435.06,4574105.5;
#34:
>0:547770.21,4604542.12;541078.45,4596419.53;
#35:
>0:525186.41,4530173.38;517264.79,4564589.37;
#36:
>0:533523.48,4572891.57;538865.44,4589547.62;
#37:
>0:541626.37,4606024.36;548835.99,4587459.57;
#38:
>0:537294.12,4598200.16;535504.85,4605886.88;
#39:
>0:537193.69,4608723.25;550885.75,4579195.99;
#40:
>0:545851.49,4606483.96;547106.55,4574605.35;
#41:
>0:543867.19,4573975.12;548856.75,4567323.73;
#42:
>0:510477.01,4524699.26;539735.97,4554942.39;
#43:
>0:532720.34,4580181.82;537881.87,4568334.96;
#44:
>0:550144.18,4590943.28;548932.79,4588836.47;
#45:
>0:542325.96,4576781.27;548216.3,4556753.1;
#46:
>0:547040.87,4568068.32;551201.77,4584736.12;
#47:
>0:547956.6,4591758.41;535285.2,4573183.92;
#48:
>0:532561.14,4585741.76;544922.17,4580431.1;
#49:
>0:547525.88,4586297.33;539006.82,4608747.18;
#50:
>0:544873.75,4597342.99;532204.05,4559865.0;
#51:
>0:544527.47,4587327.67;547184.11,4553970.79;
#52:
>0:535077.16,4567556.45;537557.39,4584002.63;
#53:
>0:534835.94,4577744.7;547310.02,4601064.16;
#54:
>0:514053.88,4553091.87;544761.7,4559692.95;
#55:
>0:539953.76,4599724.68;534839.42,4570960.27;
#56:
>0:547629.48,4555908.3;534063.84,4596289.18;
#57:
>0:534502.8,4595603.32;553104.89,4589964.46;
#58:
>0:536496.35,4596995.03;538338.63,4563776.51;
#59:
>0:545819.17,4578863.32;533052.79,4596405.31;
#60:
>0:537990.45,4595658.33;526756.09,4554269.84;
#61:
>0:510141.11,4562199.95;550981.08,4555026.43;
#62:
>0:548389.42,4570261.43;535699.58,4567167.24;
#63:
>0:546366.04,4586163.28;543322.71,4585393.95;
#64:
>0:539676.29,4602215.86;545270.77,4560074.89;
#65:
>0:544639.61,4555057.63;541264.3,4592848.87;
#66:
>0:541732.9,4579817.05;530474.23,4578852.21;
#67:
>0:551531.09,4577348.12;548319.36,4599907.01;
#68:
>0:550564.9,4573453.19;544104.09,4548099.82;
#69:
>0:551415.57,4581532.98;550827.62,4604102.29;
#70:
>0:542158.75,4561664.71;542147.19,4569955.48;
#71:
>0:542993.29,4583408.41;547669.22,4575755.33;
#72:
>0:545155.25,4586408.95;548632.08,4583831.03;
#73:
>0:546501.67,4572886.65;543349.3,4561325.47;
#74:
>0:544568.22,4571716.57;551442.68,4600992.44;
#75:
>0:540165.13,4608786.46;543812.98,4586705.67;
#76:
>0:542037.75,4605914.65;544401.26,4597898.53;
#77:
>0:537109.42,4591124.65;535852.5,4562205.31;
#78:
>0:534734.12,4605974.36;544151.92,4561906.94;
#79:
>0:533617.15,4590162.88;535350.37,4568119.7;
#80:
>0:543945.99,4609105.02;544713.98,4558388.24;
#81:
>0:538318.87,4568466.62;541695.9,4585989.25;
#82:
>0:550613.27,4593164.62;532833.06,4602271.83;
#83:
>0:534735.45,4571332.9;542920.97,4589886.65;
#84:
>0:541334.37,4604276.89;537411.94,4559317.5;
#85:
>0:530583.64,4559810.72;545838.45,4559703.21;
#86:
>0:543886.73,4597727.99;532893.14,4585040.46;
#87:
>0:539546.97,4588969.73;541446.18,4581251.73;
#88:
>0:541660.1,4608221.16;523148.56,4555593.85;
#89:
>0:542300.7,4559736.71;544886.9,4555401.58;
#90:
>0:544267.52,4584235.9;546807.4,4585314.57;
#91:
>0:535261.09,4557398.91;544580.31,4586930.52;
#92:
>0:514464.18,4439344.95;539048.52,4504541.68;561685.44,4550404.79;581952.81,4514581.3;
#93:
>0:550454.57,4556067.91;528489.28,4566182.59;
#94:
>0:543046.95,4595434.87;535342.45,4568619.1;
#95:
>0:533386.67,4581901.81;511477.65,4558184.5;
#96:
>0:536682.1,4554109.31;533985.96,4594855.09;
#97:
>0:547564.9,4580603.41;528690.1,4615219.7;515127.64,4550666.14;
#98:
>0:541212.76,4571991.01;540954.75,4587236.83;
#99:
>0:535976.44,4595055.06;540528.77,4593017.17;
#100:
>0:531990.52,4596278.35;544142.16,4590188.27;
#101:
>0:529951.63,4602711.04;539697.89,4581378.04;
#102:
>0:519028.77,4599524.98;541131.36,4608573.63;562281.59,4508849.58;558549.71,4460223.38;564890.85,4389797.12;
#103:
>0:539979.47,4579656.3;550617.11,4563449.35;
#104:
>0:537865.09,4588317.82;535181.26,4570602.98;
#105:
>0:541320.86,4602492.01;514706.85,4520019.52;516669.92,4487954.4;
#106:
>0:528762.12,4595036.72;540108.95,4606149.13;
#107:
>0:542065.05,4595749.21;535196.51,4609351.82;
#108:
>0:544089.57,4578805.07;535538.07,4592758.62;
#109:
>0:535451.1,4589992.1;549409.05,4573019.29;
#110:
>0:534008.48,4578697.59;545485.24,4575403.01;
#111:
>0:551367.82,4574967.59;541561.05,4566906.02;
