#0:
>0:527721.23,4562748.16;540438.17,4585389.02;
#1:
>0:531541.54,4561061.71;531540.31,4569644.39;
#2:
>0:539972.52,4566354.35;535469.84,4596440.84;
#3:
>0:524780.71,4565908.25;534297.44,4585222.14;509891.44,4539013.41;
#4:
>0:533577.91,4572468.53;539767.21,4596397.66;
#5:
>0:533862.86,4593668.82;545270.29,4577953.06;
#6:
>0:545353.47,4603870.89;536821.49,4576371.54;
#7:
>0:542675.85,4589104.53;527375.28,4557939.69;536052.51,4557777.37;
#8:
>0:537004.31,4581748.42;533302.29,4563259.19;
#9:
>0:536989.42,4606750.41;518311.43,4538756.19;515126.03,4566283.47;
#10:
>0:545699.38,4599911.02;535239.12,4559833.59;
#11:
>0:515588.53,4537901.94;547175.94,4595704.32;
#12:
>0:542091.25,4592759.71;533215.65,4566865.82;
#13:
>0:544822.7,4561800.2;540439.84,4601323.98;
#14:
>0:541753.86,4581546.78;544023.94,4589090.78;
#15:
>0:539098.72,4589679.77;546535.01,4601011.22;
#16:
>0:524901.66,4574001.7;524230.55,4562447.76;
#17:
>0:535494.92,4604474.03;545675.0,4582167.58;
#18:
>0:544519.99,4592434.09;532849.98,4599111.94;
#19:
>0:508189.96,4440572.4;527329.45,4444728.83;528838.45,4514043.7;562539.26,4453254.35;586203.3,4474602.15;
#20:
>0:532566.99,4574845.9;533442.85,4559083.87;
#21:
>0:546206.38,4557703.68;541794.06,4599464.15;
#22:
>0:538889.95,4566944.4;539235.38,4583722.66;
#23:
>0:547272.1,4591162.26;544393.86,4598873.08;
#24:
>0:542581.86,4570421.23;545323.47,4558186.4;
#25:
>0:542844.55,4569553.59;536984.88,4590202.61;
#26:
>0:531596.9,4586299.43;518220.51,4532562.48;
#27:
>0:542533.58,4578670.99;543548.54,4558201.29;
#28:
>0:537148.65,4561559.94;546244.71,4578791.91;
#29:
>0:542378.86,4602445.24;542249.05,4581743.63;
#30:
>0:525436.19,4574099.18;544178.94,4587297.32;
#31:
>0:534453.57,4554604.62;536953.38,4558216.16;
#32:
>0:546123.99,4559973.92;544143.84,4595808.74;
#33:
>0:539517.79,4564260.41;540752.66,4563734.03;
#34:
>0:533740.4,4573054.99;534199.62,4564547.22;
#35:
>0:536142.5,4597797.66;538613.64,4556889.55;
#36:
>0:560963.33,4495192.14;575664.02,4458076.17;563297.64,4385247.88;575590.28,4336440.68;
#37:
>0:603770.09,4355415.97;574889.93,4344829.49;560331.61,4373095.72;540501.04,4426477.54;
#38:
>0:565692.1,4444097.22;536958.79,4395906.72;521073.2,4305441.54;
#39:
>0:530080.35,4562923.21;554522.24,4599077.68;
#40:
>0:511505.64,4536130.54;531857.33,4570114.07;
#41:
>0:545829.08,4577843.3;544917.88,4596314.09;
#42:
>0:534059.83,4601961.86;541243.07,4584783.8;
#43:
>0:541809.87,4555799.21;544312.0,4585689.87;
#44:
>0:521285.48,4519559.89;547749.19,4608560.43;
#45:
>0:541668.68,4571105.13;540247.91,4605563.15;
#46:
