#0:
>0:537973.39,4565698.86;530286.52,4574506.3;
#1:
>0:543702.7,4567298.98;546108.94,4576798.83;
#2:
>0:533781.88,4567658.41;535385.57,4583772.78;
#3:
>0:540049.1,4565994.06;545244.5,4569796.07;
#4:
>0:540611.27,4580352.64;532736.96,4586904.24;
#5:
>0:538945.91,4544217.42;542294.43,4580501.54;
#6:
>0:540635.99,4554207.57;545586.18,4581678.02;
#7:
>0:538139.87,4573388.07;530171.76,4562532.21;
#8:
>0:536094.45,4572492.53;540446.47,4591400.92;
#9:
>0:547709.95,4595979.65;519772.88,4549865.79;543102.18,4570479.88;
#10:
>0:544797.81,4563995.17;529990.33,4593470.8;
#11:
>0:545671.32,4578608.01;549393.62,4575501.21;
#12:
>0:530078.82,4582998.6;534700.99,4581119.3;
#13:
>0:531281.72,4597881.43;534184.32,4565171.18;
#14:
>0:535901.97,4593727.81;548522.62,4600294.66;
#15:
>0:536402.35,4584197.33;546748.64,4573099.69;
#16:
>0:538688.29,4605907.89;545604.82,4587700.57;
#17:
>0:535361.42,4571276.97;541785.59,4564974.26;
#18:
>0:533317.73,4585269.18;514343.07,4527325.79;531835.12,4600756.96;
#19:
>0:551839.91,4557418.36;530978.88,4575906.57;
#20:
>0:535552.82,4568306.38;519774.5,4519655.24;551334.06,4568497.49;
#21:
>0:545291.5,4593479.28;535631.44,4578538.21;
#22:
>0:537569.74,4603708.38;544460.76,4566691.37;
#23:
>0:539561.39,4602545.83;532902.77,4598487.45;
#24:
>0:543606.08,4603248.8;545499.51,4598749.51;
#25:
>0:536088.83,4590304.46;547377.09,4603139.23;
#26:
>0:543263.62,4595990.03;548023.77,4552919.37;
#27:
>0:509268.46,4552622.38;543786.71,4567251.52;
#28:
>0:544430.46,4561726.86;547817.37,4588061.45;
#29:
>0:541033.93,4608317.51;529623.89,4606972.14;
#30:
>0:532491.95,4588558.15;524504.52,4563810.48;
#31:
>0:547943.39,4593546.22;533358.82,4561174.03;
#32:
>0:537340.2,4583652.84;537348.31,4591401.6;
#33:
>0:547077.15,4586493.4;537700.58,4553612.7;
#34:
>0:547390.32,4599156.55;543644.52,4607570.83;
#35:
>0:538432.54,4578755.55;514182.53,4537248.62;
#36:
>0:546065.19,4554412.5;529252.35,4592255.03;
#37:
>0:529314.51,4569770.76;539753.51,4579816.75;
#38:
>0:546131.06,4572762.3;540110.5,4559135.65;
#39:
>0:537974.97,4590492.41;544260.76,4561777.66;
#40:
>0:532243.57,4608917.5;537259.41,4590853.64;
#41:
>0:543632.81,4553384.23;542774.41,4567048.99;
#42:
>0:538257.46,4609044.14;517742.67,4544735.85;
#43:
>0:537125.89,4606778.01;536971.92,4577545.86;
#44:
>0:537445.72,4600808.18;515500.96,4559962.97;
#45:
>0:547383.77,4601777.82;533649.64,4601632.57;
#46:
>0:540185.07,4594167.14;542577.03,4602531.92;
#47:
>0:542132.21,4584326.6;515014.47,4571577.69;
#48:
>0:537097.62,4602599.74;530603.39,4554024.47;
#49:
>0:510980.89,4565836.82;542195.3,4572543.23;
#50:
>0:548739.85,4604046.35;537700.61,4585210.0;
#51:
>0:541606.96,4569945.44;530104.2,4570496.13;
#52:
>0:534848.84,4602135.64;542984.9,4556538.42;
#53:
>0:530439.28,4572933.16;547640.01,4557947.82;
#54:
>0:544863.05,4584106.68;546838.92,4561544.73;
#55:
>0:531341.98,4594032.1;530017.16,4590454.59;
#56:
>0:543054.64,4570446.58;544859.13,4561218.03;
#57:
>0:551173.09,4573586.15;537589.51,4571474.33;
#58:
>0:533777.87,4575368.22;539062.4,4598225.78;
#59:
>0:546344.11,4593654.72;537401.82,4572350.92;
#60:
>0:537998.01,4565736.24;538542.97,4574501.29;
#61:
>0:540057.46,4564863.31;536641.22,4554476.52;
#62:
>0:534849.55,4574835.54;546226.63,4562151.04;
#63:
>0:541092.53,4590076.82;514758.38,4553211.24;
#64:
>0:546639.04,4578326.35;547218.58,4578410.05;
#65:
>0:533758.3,4557297.6;542807.21,4581957.63;
#66:
>0:542537.9,4567264.77;529618.58,4561435.45;
#67:
>0:534560.26,4605196.88;540933.41,4561580.88;
#68:
>0:537575.97,4582430.69;538597.73,4607279.0;
#69:
>0:547502.16,4564679.41;535135.86,4584847.96;
#70:
>0:534760.2,4576826.6;536846.86,4554614.19;
#71:
>0:554648.43,4583503.42;524359.57,4529904.59;544300.26,4590446.52;
#72:
>0:530477.06,4567882.41;538419.91,4579734.1;
#73:
