#0:
>0:-8.59,41.19;-8.59,41.17;
#1:
>0:-8.57,41.18;-8.58,41.18;
#2:
>0:-8.58,41.16;-8.57,41.17;
#3:
>0:-8.60,41.21;-8.58,41.20;
#4:
>0:-8.60,41.19;-8.59,41.17;
#5:
>0:-8.58,41.18;-8.58,41.16;
#6:
>0:-8.60,41.18;-8.58,41.18;-8.58,41.17;
#7:
>0:-8.59,41.16;-8.59,41.17;
#8:
>0:-8.59,41.20;-8.59,41.18;-8.59,41.16;
#9:
>0:-8.60,41.17;-8.59,41.17;
#10:
>0:-8.60,41.20;-8.60,41.19;-8.60,41.17;
#11:
>0:-8.59,41.19;-8.60,41.17;
#12:
>0:-8.59,41.17;-8.59,41.17;
#13:
>0:-8.59,41.19;-8.59,41.17;
#14:
>0:-8.59,41.18;-8.60,41.16;
#15:
>0:-8.60,41.17;-8.59,41.17;
#16:
>0:-8.57,41.18;-8.58,41.18;
#17:
>0:-8.59,41.16;-8.59,41.17;
#18:
>0:-8.59,41.17;-8.59,41.17;
#19:
>0:-8.58,41.18;-8.58,41.16;-8.60,41.17;
#20:
>0:-8.59,41.18;-8.57,41.19;-8.58,41.17;-8.59,41.16;
#21:
>0:-8.59,41.21;-8.58,41.19;
#22:
>0:-8.58,41.17;-8.58,41.17;
#23:
>0:-8.68,41.07;-8.67,41.08;-8.68,41.09;-8.68,41.10;
#24:
>0:-8.58,41.17;-8.59,41.16;
#25:
>0:-8.60,41.19;-8.60,41.19;-8.60,41.17;
#26:
>0:-8.68,41.09;-8.67,41.09;-8.68,41.09;
#27:
>0:-8.58,41.19;-8.59,41.19;-8.59,41.18;
#28:
>0:-8.59,41.19;-8.59,41.16;
#29:
>0:-8.60,41.19;-8.59,41.16;
#30:
>0:-8.60,41.19;-8.59,41.17;
#31:
>0:-8.59,41.17;-8.59,41.17;
#32:
>0:-8.59,41.20;-8.59,41.19;-8.60,41.17;
#33:
>0:-8.58,41.17;-8.58,41.16;
#34:
>0:-8.60,41.19;-8.59,41.16;
#35:
>0:-8.68,41.09;-8.68,41.09;-8.69,41.10;
#36:
>0:-8.59,41.17;-8.59,41.17;
#37:
>0:-8.58,41.17;-8.59,41.17;
#38:
>0:-8.57,41.17;-8.59,41.16;
#39:
>0:-8.59,41.17;-8.59,41.17;
#40:
>0:-8.59,41.16;-8.59,41.16;
#41:
>0:-8.59,41.20;-8.58,41.20;
#42:
>0:-8.59,41.21;-8.57,41.19;
#43:
>0:-8.58,41.16;-8.59,41.17;
#44:
>0:-8.59,41.19;-8.60,41.16;
#45:
>0:-8.59,41.20;-8.59,41.19;-8.58,41.18;-8.60,41.18;-8.59,41.16;
#46:
>0:-8.68,41.08;-8.67,41.10;-8.69,41.10;
#47:
>0:-8.58,41.17;-8.59,41.17;
#48:
>0:-8.67,41.08;-8.67,41.11;-8.69,41.11;
#49:
>0:-8.59,41.16;-8.59,41.16;
#50:
