#0:
>0:-8.51,41.15;-8.51,41.13;
#1:
>0:-8.62,41.16;-8.62,41.17;
#2:
>0:-8.62,41.17;-8.62,41.17;
#3:
>0:-8.60,41.16;-8.62,41.16;
#4:
>0:-8.61,41.17;-8.62,41.17;
#5:
>0:-8.51,41.16;-8.52,41.13;
#6:
>0:-8.61,41.16;-8.62,41.16;
#7:
>0:-8.51,41.15;-8.51,41.14;
#8:
>0:-8.62,41.16;-8.62,41.17;
#9:
>0:-8.52,41.14;-8.52,41.13;
#10:
>0:-8.62,41.17;-8.61,41.17;
#11:
>0:-8.51,41.16;-8.51,41.13;
#12:
>0:-8.61,41.17;-8.61,41.16;
#13:
>0:-8.51,41.15;-8.52,41.14;
#14:
>0:-8.62,41.16;-8.61,41.17;
#15:
>0:-8.62,41.16;-8.62,41.17;
#16:
>0:-8.51,41.16;-8.52,41.15;-8.52,41.14;-8.52,41.14;-8.51,41.15;-8.51,41.14;
#17:
>0:-8.62,41.17;-8.62,41.17;
#18:
>0:-8.61,41.16;-8.62,41.17;
#19:
>0:-8.61,41.16;-8.62,41.17;
#20:
>0:-8.62,41.17;-8.62,41.17;
#21:
>0:-8.60,41.16;-8.61,41.17;
#22:
>0:-8.51,41.15;-8.52,41.14;-8.51,41.15;-8.51,41.13;
#23:
>0:-8.61,41.17;-8.62,41.17;
#24:
>0:-8.61,41.16;-8.62,41.17;
#25:
>0:-8.62,41.17;-8.61,41.17;
#26:
>0:-8.62,41.16;-8.62,41.17;
#27:
>0:-8.62,41.17;-8.62,41.17;
#28:
>0:-8.62,41.16;-8.62,41.16;
#29:
>0:-8.51,41.15;-8.53,41.15;-8.52,41.15;-8.51,41.14;
#30:
>0:-8.53,41.16;-8.53,41.15;-8.52,41.16;-8.51,41.13;
#31:
>0:-8.61,41.16;-8.62,41.16;
#32:
>0:-8.62,41.17;-8.61,41.16;
#33:
>0:-8.51,41.16;-8.51,41.13;
#34:
>0:-8.62,41.17;-8.62,41.16;
#35:
>0:-8.61,41.17;-8.62,41.16;
#36:
>0:-8.62,41.17;-8.62,41.17;
#37:
>0:-8.62,41.16;-8.62,41.17;
#38:
>0:-8.61,41.17;-8.62,41.17;
#39:
>0:-8.62,41.16;-8.62,41.17;
#40:
>0:-8.62,41.17;-8.62,41.17;
#41:
>0:-8.51,41.15;-8.52,41.13;
#42:
>0:-8.61,41.17;-8.61,41.16;
#43:
>0:-8.62,41.16;-8.61,41.16;
#44:
>0:-8.62,41.17;-8.62,41.17;
#45:
>0:-8.51,41.15;-8.51,41.14;
#46:
>0:-8.53,41.16;-8.52,41.15;-8.51,41.16;-8.51,41.13;
#47:
>0:-8.51,41.15;-8.52,41.13;
#48:
>0:-8.61,41.17;-8.61,41.17;
#49:
>0:-8.51,41.14;-8.52,41.13;
#50:
>0:-8.62,41.16;-8.61,41.17;
#51:
>0:-8.62,41.16;-8.62,41.18;
#52:
>0:-8.62,41.16;-8.62,41.16;
#53:
>0:-8.62,41.16;-8.62,41.18;
#54:
>0:-8.53,41.18;-8.53,41.15;-8.52,41.16;-8.53,41.15;-8.51,41.14;-8.52,41.13;
#55:
>0:-8.62,41.17;-8.61,41.16;
#56:
>0:-8.62,41.16;-8.62,41.16;
#57:
>0:-8.51,41.15;-8.52,41.14;
#58:
>0:-8.62,41.16;-8.61,41.17;
#59:
>0:-8.52,41.17;-8.51,41.15;-8.52,41.14;
#60:
>0:-8.62,41.16;-8.62,41.17;
#61:
>0:-8.53,41.17;-8.53,41.17;-8.55,41.17;-8.54,41.17;-8.53,41.17;-8.52,41.15;-8.51,41.15;-8.51,41.13;
#62:
>0:-8.51,41.15;-8.52,41.14;
#63:
>0:-8.62,41.17;-8.61,41.17;
#64:
>0:-8.51,41.14;-8.51,41.14;
#65:
>0:-8.62,41.17;-8.62,41.16;
#66:
>0:-8.51,41.15;-8.51,41.14;
#67:
>0:-8.51,41.14;-8.51,41.14;
#68:
>0:-8.61,41.17;-8.61,41.16;
#69:
>0:-8.51,41.15;-8.51,41.13;
#70:
>0:-8.61,41.17;-8.61,41.17;
#71:
>0:-8.51,41.16;-8.52,41.15;-8.51,41.14;-8.52,41.14;
#72:
>0:-8.51,41.16;-8.51,41.13;
#73:
>0:-8.61,41.18;-8.61,41.16;
#74:
>0:-8.51,41.15;-8.53,41.15;-8.51,41.15;-8.52,41.14;
#75:
>0:-8.61,41.17;-8.61,41.17;
#76:
>0:-8.51,41.15;-8.52,41.13;
#77:
>0:-8.51,41.15;-8.51,41.14;
#78:
>0:-8.61,41.17;-8.61,41.17;
#79:
>0:-8.61,41.17;-8.62,41.16;
#80:
>0:-8.62,41.17;-8.62,41.18;
#81:
>0:-8.62,41.17;-8.62,41.16;
#82:
>0:-8.51,41.15;-8.53,41.15;-8.51,41.14;-8.51,41.14;
#83:
>0:-8.61,41.17;-8.62,41.18;
#84:
>0:-8.61,41.17;-8.61,41.16;
#85:
>0:-8.51,41.15;-8.51,41.13;
#86:
>0:-8.61,41.16;-8.62,41.17;
#87:
>0:-8.62,41.17;-8.61,41.17;
#88:
>0:-8.61,41.17;-8.61,41.17;
#89:
>0:-8.51,41.16;-8.51,41.14;
#90:
